time,open,high,low,close,tick_volume
2023-01-02 00:00:00,1.06998,1.07061,1.06795,1.06796,98
2023-01-02 01:00:00,1.06847,1.06965,1.06847,1.06965,91
2023-01-02 02:00:00,1.06965,1.0706,1.06904,1.0706,324
2023-01-02 03:00:00,1.07058,1.07075,1.06837,1.06896,270
2023-01-02 04:00:00,1.06895,1.06896,1.06799,1.0688,138
2023-01-02 05:00:00,1.0688,1.07027,1.0687,1.06886,144
2023-01-02 06:00:00,1.06883,1.07031,1.06877,1.0698,118
2023-01-02 07:00:00,1.0698,1.07004,1.06759,1.06912,467
2023-01-02 08:00:00,1.06912,1.06979,1.06685,1.06822,1185
2023-01-02 09:00:00,1.06817,1.06911,1.06636,1.06793,1663
2023-01-02 10:00:00,1.06799,1.06971,1.06713,1.06795,2250
2023-01-02 11:00:00,1.06797,1.06977,1.0677,1.06788,2845
2023-01-02 12:00:00,1.06788,1.06899,1.06741,1.06836,1008
2023-01-02 13:00:00,1.06838,1.06868,1.068,1.06846,727
2023-01-02 14:00:00,1.06846,1.06871,1.06765,1.06822,918
2023-01-02 15:00:00,1.06822,1.06864,1.0677,1.06785,1129
2023-01-02 16:00:00,1.06787,1.0682,1.06707,1.06727,1153
2023-01-02 17:00:00,1.06727,1.06741,1.06586,1.06606,1277
2023-01-02 18:00:00,1.06606,1.0671,1.06516,1.06552,1894
2023-01-02 19:00:00,1.06551,1.06621,1.06548,1.06601,1123
2023-01-02 20:00:00,1.06601,1.06602,1.0651,1.06522,1109
2023-01-02 21:00:00,1.06528,1.06587,1.06504,1.06572,735
2023-01-02 22:00:00,1.06572,1.06692,1.06543,1.06609,1297
2023-01-02 23:00:00,1.06609,1.06723,1.0657,1.0657,328
2023-01-03 00:00:00,1.06589,1.06653,1.06589,1.0663,159
2023-01-03 01:00:00,1.0663,1.0682,1.06501,1.06764,3854
2023-01-03 02:00:00,1.06765,1.06787,1.06667,1.06704,2872
2023-01-03 03:00:00,1.06704,1.06742,1.06504,1.06598,4976
2023-01-03 04:00:00,1.06596,1.06778,1.06576,1.06767,2989
2023-01-03 05:00:00,1.06765,1.06786,1.06687,1.06724,2454
2023-01-03 06:00:00,1.06724,1.06802,1.06669,1.0667,1912
2023-01-03 07:00:00,1.0667,1.06707,1.06591,1.06635,2664
2023-01-03 08:00:00,1.06635,1.06678,1.06513,1.06522,3334
2023-01-03 09:00:00,1.06523,1.06587,1.062,1.06238,5107
2023-01-03 10:00:00,1.06237,1.06283,1.05508,1.05518,10714
2023-01-03 11:00:00,1.05519,1.05609,1.05339,1.05475,8261
2023-01-03 12:00:00,1.05478,1.05548,1.05253,1.0531,5919
2023-01-03 13:00:00,1.05311,1.05361,1.05194,1.05283,4757
2023-01-03 14:00:00,1.05282,1.05489,1.0524,1.05356,4562
2023-01-03 15:00:00,1.05354,1.05698,1.05304,1.05602,7121
2023-01-03 16:00:00,1.05601,1.05974,1.05553,1.05741,8339
2023-01-03 17:00:00,1.05746,1.0582,1.05545,1.05553,9892
2023-01-03 18:00:00,1.05554,1.05587,1.0537,1.0558,7447
2023-01-03 19:00:00,1.05578,1.05591,1.05402,1.05461,3734
2023-01-03 20:00:00,1.0546,1.05607,1.05431,1.05565,3215
2023-01-03 21:00:00,1.05567,1.05681,1.0555,1.05662,3815
2023-01-03 22:00:00,1.05664,1.05687,1.05505,1.05515,3955
2023-01-03 23:00:00,1.05515,1.05538,1.05459,1.05477,1476
2023-01-04 00:00:00,1.05473,1.05473,1.05439,1.05467,2972
2023-01-04 01:00:00,1.05468,1.05534,1.05407,1.05454,3349
2023-01-04 02:00:00,1.05454,1.05612,1.05451,1.0558,2569
2023-01-04 03:00:00,1.05584,1.05697,1.05571,1.05669,2823
2023-01-04 04:00:00,1.05669,1.05695,1.05615,1.05648,2516
2023-01-04 05:00:00,1.05649,1.05697,1.05648,1.05689,1718
2023-01-04 06:00:00,1.05688,1.05744,1.05658,1.05731,1856
2023-01-04 07:00:00,1.05727,1.05787,1.05645,1.05691,2819
2023-01-04 08:00:00,1.05692,1.0575,1.05595,1.05701,2843
2023-01-04 09:00:00,1.05693,1.06057,1.0567,1.05937,5934
2023-01-04 10:00:00,1.05938,1.06355,1.05902,1.06158,10350
2023-01-04 11:00:00,1.06154,1.06299,1.06054,1.06107,5871
2023-01-04 12:00:00,1.06108,1.06228,1.06084,1.06207,4102
2023-01-04 13:00:00,1.06207,1.06242,1.06023,1.06044,3700
2023-01-04 14:00:00,1.06044,1.06111,1.05987,1.06072,4438
2023-01-04 15:00:00,1.06074,1.06197,1.05949,1.06106,6103
2023-01-04 16:00:00,1.06107,1.06283,1.06022,1.06243,7716
2023-01-04 17:00:00,1.06238,1.0625,1.05811,1.06032,12755
