time,open,high,low,close,tick_volume
2025-12-05 03:07:00,1.16504,1.16504,1.16501,1.16501,10
2025-12-05 03:08:00,1.16501,1.16516,1.16501,1.16512,54
2025-12-05 03:09:00,1.16512,1.16517,1.16511,1.16517,15
2025-12-05 03:10:00,1.16517,1.1652,1.16513,1.1652,20
2025-12-05 03:11:00,1.16523,1.16523,1.16514,1.16519,21
2025-12-05 03:12:00,1.16519,1.16528,1.16518,1.16528,19
2025-12-05 03:13:00,1.16529,1.16529,1.16525,1.16527,16
2025-12-05 03:14:00,1.16526,1.16526,1.16522,1.16523,29
2025-12-05 03:15:00,1.16522,1.16523,1.16514,1.16515,36
2025-12-05 03:16:00,1.16515,1.16521,1.16514,1.1652,29
2025-12-05 03:17:00,1.1652,1.16521,1.16517,1.16519,31
2025-12-05 03:18:00,1.16519,1.16521,1.16518,1.1652,19
2025-12-05 03:19:00,1.16519,1.16519,1.16514,1.16514,12
2025-12-05 03:20:00,1.16514,1.16515,1.16512,1.16514,15
2025-12-05 03:21:00,1.16514,1.16518,1.16508,1.16518,32
2025-12-05 03:22:00,1.16517,1.16521,1.16514,1.16518,19
2025-12-05 03:23:00,1.16518,1.16523,1.16518,1.16519,15
2025-12-05 03:24:00,1.16518,1.16522,1.16518,1.16521,34
2025-12-05 03:25:00,1.1652,1.16524,1.16518,1.16519,35
2025-12-05 03:26:00,1.16519,1.16519,1.16505,1.16505,39
2025-12-05 03:27:00,1.16505,1.16506,1.16501,1.16501,17
2025-12-05 03:28:00,1.16501,1.16502,1.16496,1.165,32
2025-12-05 03:29:00,1.16499,1.16501,1.16496,1.16499,35
2025-12-05 03:30:00,1.165,1.16513,1.16498,1.16511,37
2025-12-05 03:31:00,1.16511,1.16519,1.1651,1.16518,22
2025-12-05 03:32:00,1.16518,1.16522,1.16513,1.16513,47
2025-12-05 03:33:00,1.16514,1.16522,1.16511,1.16519,34
2025-12-05 03:34:00,1.16519,1.16522,1.16516,1.16519,40
2025-12-05 03:35:00,1.1652,1.16522,1.16518,1.1652,22
2025-12-05 03:36:00,1.1652,1.16524,1.16519,1.16521,21
2025-12-05 03:37:00,1.16522,1.16522,1.16516,1.16517,18
2025-12-05 03:38:00,1.16518,1.16522,1.16517,1.16517,13
2025-12-05 03:39:00,1.16517,1.16518,1.1651,1.16518,24
2025-12-05 03:40:00,1.16518,1.16529,1.16516,1.16529,26
2025-12-05 03:41:00,1.1653,1.16532,1.16527,1.16531,18
2025-12-05 03:42:00,1.16531,1.16531,1.16522,1.16524,17
2025-12-05 03:43:00,1.16524,1.16528,1.16524,1.16527,12
2025-12-05 03:44:00,1.16527,1.1653,1.16526,1.16526,16
2025-12-05 03:45:00,1.16525,1.16534,1.16525,1.16531,9
2025-12-05 03:46:00,1.1653,1.16531,1.16526,1.1653,16
2025-12-05 03:47:00,1.1653,1.16538,1.1653,1.16532,15
2025-12-05 03:48:00,1.16531,1.16534,1.1653,1.16531,17
2025-12-05 03:49:00,1.16531,1.16532,1.16526,1.16527,35
2025-12-05 03:50:00,1.16527,1.16528,1.16523,1.16523,24
2025-12-05 03:51:00,1.16523,1.1653,1.16523,1.16528,15
2025-12-05 03:52:00,1.16528,1.16532,1.16524,1.1653,16
2025-12-05 03:53:00,1.1653,1.1653,1.16519,1.1652,21
2025-12-05 03:54:00,1.16519,1.16519,1.16518,1.16518,2
2025-12-05 03:55:00,1.16518,1.16521,1.16513,1.16514,27
2025-12-05 03:56:00,1.16514,1.16521,1.16512,1.16512,46
2025-12-05 03:57:00,1.16513,1.16521,1.16512,1.16515,41
2025-12-05 03:58:00,1.16519,1.16523,1.16512,1.16521,30
2025-12-05 03:59:00,1.16521,1.16536,1.16517,1.16535,33
2025-12-05 04:00:00,1.16535,1.16544,1.16533,1.16543,44
2025-12-05 04:01:00,1.16544,1.16544,1.16538,1.1654,24
2025-12-05 04:02:00,1.1654,1.16542,1.1653,1.1653,23
2025-12-05 04:03:00,1.1653,1.16531,1.16527,1.16528,31
2025-12-05 04:04:00,1.16526,1.16526,1.16522,1.16525,10
2025-12-05 04:05:00,1.16523,1.16523,1.16514,1.16521,32
2025-12-05 04:06:00,1.16521,1.16525,1.16517,1.16519,40
2025-12-05 04:07:00,1.16518,1.16519,1.16514,1.16516,15
2025-12-05 04:08:00,1.16518,1.16531,1.16518,1.1653,22
2025-12-05 04:09:00,1.16529,1.16531,1.16527,1.16527,35
2025-12-05 04:10:00,1.16527,1.16527,1.16525,1.16525,15
2025-12-05 04:11:00,1.16525,1.16527,1.16522,1.16523,29
2025-12-05 04:12:00,1.16524,1.16525,1.16521,1.16523,32
2025-12-05 04:13:00,1.16523,1.16523,1.1652,1.16521,12
2025-12-05 04:14:00,1.1652,1.16528,1.1652,1.16523,32
2025-12-05 04:15:00,1.16524,1.16526,1.16523,1.16526,13
2025-12-05 04:16:00,1.16526,1.16531,1.16521,1.16522,18
2025-12-05 04:17:00,1.16522,1.16524,1.1652,1.16521,14
2025-12-05 04:18:00,1.16521,1.16528,1.16521,1.16526,14
2025-12-05 04:19:00,1.16526,1.16531,1.16522,1.16522,16
2025-12-05 04:20:00,1.16522,1.16525,1.16522,1.16524,21
2025-12-05 04:21:00,1.16524,1.16524,1.16519,1.1652,15
2025-12-05 04:22:00,1.1652,1.1652,1.16517,1.16517,11
2025-12-05 04:23:00,1.16517,1.1652,1.16516,1.16519,7
2025-12-05 04:24:00,1.1652,1.1652,1.16518,1.16519,8
2025-12-05 04:25:00,1.16519,1.16519,1.16512,1.16515,17
2025-12-05 04:26:00,1.16515,1.16521,1.16515,1.16519,13
2025-12-05 04:27:00,1.1652,1.16522,1.16518,1.16518,13
2025-12-05 04:28:00,1.16518,1.1652,1.16511,1.16512,27
2025-12-05 04:29:00,1.16512,1.16518,1.16512,1.16518,9
2025-12-05 04:30:00,1.16518,1.16526,1.16518,1.16526,16
2025-12-05 04:31:00,1.16526,1.16529,1.16524,1.16528,17
2025-12-05 04:32:00,1.16529,1.16533,1.16524,1.16528,28
2025-12-05 04:33:00,1.16529,1.16532,1.16529,1.16531,4
2025-12-05 04:34:00,1.16531,1.16531,1.16527,1.16528,9
2025-12-05 04:35:00,1.16527,1.16529,1.16525,1.16526,36
2025-12-05 04:36:00,1.16526,1.16527,1.16525,1.16526,16
2025-12-05 04:37:00,1.16526,1.16531,1.16524,1.16529,29
2025-12-05 04:38:00,1.16528,1.1653,1.16526,1.1653,13
2025-12-05 04:39:00,1.16529,1.16532,1.16525,1.16527,22
2025-12-05 04:40:00,1.16527,1.1653,1.16524,1.16528,15
2025-12-05 04:41:00,1.16528,1.16535,1.16523,1.16524,32
2025-12-05 04:42:00,1.16524,1.16524,1.16517,1.16518,30
2025-12-05 04:43:00,1.16517,1.1652,1.16517,1.16518,7
2025-12-05 04:44:00,1.16518,1.1652,1.16516,1.16518,22
2025-12-05 04:45:00,1.16519,1.16524,1.16519,1.16524,20
2025-12-05 04:46:00,1.16524,1.16531,1.16524,1.16531,5
2025-12-05 04:47:00,1.16531,1.16531,1.16529,1.16531,5
2025-12-05 04:48:00,1.16531,1.16531,1.16528,1.16529,19
2025-12-05 04:49:00,1.16529,1.16534,1.16528,1.16529,25
2025-12-05 04:50:00,1.16529,1.16532,1.16528,1.16531,27
2025-12-05 04:51:00,1.16531,1.16534,1.1653,1.16533,28
2025-12-05 04:52:00,1.16534,1.16537,1.16533,1.16536,19
2025-12-05 04:53:00,1.16536,1.16537,1.1653,1.16533,23
2025-12-05 04:54:00,1.16533,1.16533,1.16529,1.16531,24
2025-12-05 04:55:00,1.16531,1.16532,1.16529,1.16529,5
2025-12-05 04:56:00,1.16529,1.16533,1.16525,1.16526,40
2025-12-05 04:57:00,1.16525,1.16526,1.1652,1.16521,30
2025-12-05 04:58:00,1.16521,1.16524,1.16518,1.16519,22
2025-12-05 04:59:00,1.16518,1.16522,1.16518,1.16518,22
2025-12-05 05:00:00,1.16517,1.16518,1.16513,1.16513,16
2025-12-05 05:01:00,1.16513,1.16514,1.16504,1.16504,22
2025-12-05 05:02:00,1.16504,1.16514,1.16502,1.16513,33
2025-12-05 05:03:00,1.16513,1.16515,1.16508,1.16508,26
2025-12-05 05:04:00,1.16509,1.16514,1.16506,1.16513,21
2025-12-05 05:05:00,1.16513,1.16513,1.16507,1.16507,13
2025-12-05 05:06:00,1.16508,1.16509,1.16508,1.16508,11
2025-12-05 05:07:00,1.16508,1.16508,1.16503,1.16503,22
2025-12-05 05:08:00,1.16503,1.16504,1.16503,1.16503,5
2025-12-05 05:09:00,1.16503,1.16505,1.16499,1.165,17
2025-12-05 05:10:00,1.16501,1.16501,1.16498,1.16499,9
2025-12-05 05:11:00,1.16498,1.16502,1.16498,1.165,21
2025-12-05 05:12:00,1.165,1.16502,1.16499,1.16502,9
2025-12-05 05:13:00,1.16501,1.16507,1.16501,1.16506,20
2025-12-05 05:14:00,1.16506,1.16507,1.16506,1.16506,5
2025-12-05 05:15:00,1.16506,1.16507,1.16502,1.16502,23
2025-12-05 05:16:00,1.16502,1.16505,1.16502,1.16503,12
2025-12-05 05:17:00,1.16503,1.16505,1.16503,1.16505,13
2025-12-05 05:18:00,1.16505,1.16507,1.16503,1.16505,13
2025-12-05 05:19:00,1.16505,1.16505,1.16503,1.16504,8
2025-12-05 05:20:00,1.16504,1.16506,1.16503,1.16503,8
2025-12-05 05:21:00,1.16503,1.16503,1.16502,1.16502,4
2025-12-05 05:22:00,1.16502,1.16502,1.16498,1.16498,7
2025-12-05 05:23:00,1.16499,1.16502,1.16498,1.16502,9
2025-12-05 05:24:00,1.16502,1.16503,1.16502,1.16502,3
2025-12-05 05:25:00,1.16502,1.16503,1.16502,1.16502,3
2025-12-05 05:26:00,1.16502,1.16502,1.16491,1.16492,28
2025-12-05 05:27:00,1.16491,1.16492,1.16486,1.16486,12
2025-12-05 05:28:00,1.16485,1.16487,1.16482,1.16483,23
2025-12-05 05:29:00,1.16484,1.16485,1.16479,1.1648,35
2025-12-05 05:30:00,1.1648,1.1648,1.16465,1.16469,51
2025-12-05 05:31:00,1.16469,1.16477,1.16469,1.16474,21
2025-12-05 05:32:00,1.16475,1.16475,1.16472,1.16474,24
2025-12-05 05:33:00,1.16474,1.16477,1.16473,1.16475,16
2025-12-05 05:34:00,1.16475,1.16479,1.16468,1.16468,24
2025-12-05 05:35:00,1.16468,1.16471,1.16467,1.16467,7
2025-12-05 05:36:00,1.16467,1.16468,1.16464,1.16466,18
2025-12-05 05:37:00,1.16465,1.16466,1.16464,1.16465,17
2025-12-05 05:38:00,1.16465,1.1647,1.16464,1.16469,16
2025-12-05 05:39:00,1.16469,1.16478,1.16468,1.16477,19
2025-12-05 05:40:00,1.16478,1.16478,1.16477,1.16478,9
2025-12-05 05:41:00,1.16478,1.16478,1.16477,1.16478,13
2025-12-05 05:42:00,1.16478,1.16479,1.16477,1.16477,8
2025-12-05 05:43:00,1.16477,1.16478,1.16477,1.16478,8
2025-12-05 05:44:00,1.16478,1.16479,1.16472,1.16472,8
2025-12-05 05:45:00,1.16472,1.16484,1.16472,1.16483,22
2025-12-05 05:46:00,1.16483,1.16489,1.16483,1.16488,13
2025-12-05 05:47:00,1.16489,1.16494,1.16488,1.16493,27
2025-12-05 05:48:00,1.16492,1.16494,1.16492,1.16493,4
2025-12-05 05:49:00,1.16492,1.16493,1.16487,1.16488,13
2025-12-05 05:50:00,1.16488,1.16489,1.16487,1.16489,34
2025-12-05 05:51:00,1.16489,1.16495,1.16489,1.16494,17
2025-12-05 05:52:00,1.16497,1.16497,1.16494,1.16494,16
2025-12-05 05:53:00,1.16495,1.16496,1.16491,1.16493,16
2025-12-05 05:54:00,1.16493,1.16494,1.16487,1.16487,13
2025-12-05 05:55:00,1.16486,1.16486,1.16485,1.16485,2
2025-12-05 05:56:00,1.16485,1.16485,1.16483,1.16484,6
2025-12-05 05:57:00,1.16483,1.16489,1.16483,1.16489,20
2025-12-05 05:58:00,1.16489,1.16491,1.16486,1.16489,11
2025-12-05 05:59:00,1.16489,1.16489,1.16487,1.16488,14
2025-12-05 06:00:00,1.16488,1.16493,1.16487,1.16492,38
2025-12-05 06:01:00,1.16493,1.165,1.16493,1.16496,17
2025-12-05 06:02:00,1.16496,1.16501,1.16496,1.165,18
2025-12-05 06:03:00,1.16499,1.16505,1.16498,1.16504,8
2025-12-05 06:04:00,1.16503,1.16508,1.16502,1.16508,18
2025-12-05 06:05:00,1.16508,1.16512,1.16508,1.16512,10
2025-12-05 06:06:00,1.16513,1.16514,1.16512,1.16514,8
2025-12-05 06:07:00,1.16514,1.16516,1.16505,1.16506,25
2025-12-05 06:08:00,1.16506,1.16507,1.16505,1.16507,4
2025-12-05 06:09:00,1.16507,1.16516,1.16507,1.16515,10
2025-12-05 06:10:00,1.16515,1.16517,1.16515,1.16515,6
2025-12-05 06:11:00,1.16515,1.16516,1.16515,1.16515,3
2025-12-05 06:12:00,1.16515,1.16523,1.16515,1.16518,22
2025-12-05 06:13:00,1.16517,1.16518,1.16515,1.16518,26
2025-12-05 06:14:00,1.16518,1.16522,1.16518,1.16519,13
2025-12-05 06:15:00,1.16519,1.1652,1.16518,1.16518,9
2025-12-05 06:16:00,1.16518,1.1652,1.16515,1.16516,13
2025-12-05 06:17:00,1.16516,1.16519,1.16516,1.16519,13
2025-12-05 06:18:00,1.16519,1.16519,1.16514,1.16515,13
2025-12-05 06:19:00,1.16515,1.16515,1.16508,1.16509,12
2025-12-05 06:20:00,1.16509,1.16512,1.16509,1.16512,8
2025-12-05 06:21:00,1.16511,1.16511,1.16509,1.16509,11
2025-12-05 06:22:00,1.16509,1.1651,1.16508,1.16509,9
2025-12-05 06:23:00,1.16509,1.16512,1.16508,1.16509,10
2025-12-05 06:24:00,1.16509,1.16509,1.165,1.165,12
2025-12-05 06:25:00,1.165,1.16502,1.165,1.16502,12
2025-12-05 06:26:00,1.16501,1.16502,1.16501,1.16502,10
2025-12-05 06:27:00,1.16502,1.16536,1.16501,1.16528,112
2025-12-05 06:28:00,1.16528,1.16541,1.16526,1.16526,70
2025-12-05 06:29:00,1.16525,1.16532,1.16525,1.16529,35
2025-12-05 06:30:00,1.16528,1.16531,1.1652,1.16524,38
2025-12-05 06:31:00,1.16524,1.16534,1.16524,1.16531,28
2025-12-05 06:32:00,1.16531,1.16534,1.1653,1.1653,14
2025-12-05 06:33:00,1.1653,1.16532,1.16526,1.16527,30
2025-12-05 06:34:00,1.16528,1.16529,1.16519,1.16529,24
2025-12-05 06:35:00,1.16529,1.16531,1.16523,1.16524,16
2025-12-05 06:36:00,1.16525,1.16525,1.16521,1.16523,15
2025-12-05 06:37:00,1.16523,1.16529,1.16518,1.16529,19
2025-12-05 06:38:00,1.16528,1.16529,1.1652,1.1652,25
2025-12-05 06:39:00,1.16521,1.16521,1.16519,1.16521,12
2025-12-05 06:40:00,1.16522,1.16522,1.1652,1.16521,15
2025-12-05 06:41:00,1.1652,1.16524,1.16517,1.16517,17
2025-12-05 06:42:00,1.16517,1.16519,1.16517,1.16519,7
2025-12-05 06:43:00,1.16519,1.16521,1.16517,1.1652,11
2025-12-05 06:44:00,1.16518,1.1652,1.16516,1.16517,13
2025-12-05 06:45:00,1.16517,1.1652,1.16517,1.16519,5
2025-12-05 06:46:00,1.16519,1.16526,1.16519,1.16524,18
2025-12-05 06:47:00,1.16523,1.16529,1.16523,1.16528,16
2025-12-05 06:48:00,1.16528,1.16534,1.16526,1.16534,9
2025-12-05 06:49:00,1.16533,1.16534,1.16528,1.16528,14
2025-12-05 06:50:00,1.16528,1.16534,1.16528,1.16532,16
2025-12-05 06:51:00,1.16532,1.16534,1.1653,1.16534,5
2025-12-05 06:52:00,1.16534,1.16539,1.16533,1.16535,18
2025-12-05 06:53:00,1.16534,1.16536,1.16534,1.16535,14
2025-12-05 06:54:00,1.16535,1.16537,1.16535,1.16536,16
2025-12-05 06:55:00,1.16537,1.16539,1.16534,1.16538,20
2025-12-05 06:56:00,1.16538,1.16542,1.16537,1.16539,25
2025-12-05 06:57:00,1.16539,1.16542,1.16535,1.16535,12
2025-12-05 06:58:00,1.16535,1.16536,1.16532,1.16533,18
2025-12-05 06:59:00,1.16533,1.16535,1.1653,1.16534,22
2025-12-05 07:00:00,1.16534,1.16545,1.16532,1.16543,31
2025-12-05 07:01:00,1.16543,1.16549,1.16543,1.16546,17
2025-12-05 07:02:00,1.16546,1.16554,1.16545,1.16553,14
2025-12-05 07:03:00,1.16553,1.16556,1.16546,1.16556,30
2025-12-05 07:04:00,1.16556,1.16557,1.16546,1.16548,46
2025-12-05 07:05:00,1.16549,1.16554,1.16546,1.16549,39
2025-12-05 07:06:00,1.1655,1.16552,1.16546,1.16547,50
2025-12-05 07:07:00,1.16547,1.16548,1.16546,1.16547,23
2025-12-05 07:08:00,1.16547,1.16547,1.16544,1.16545,21
2025-12-05 07:09:00,1.16545,1.16545,1.16534,1.16537,28
2025-12-05 07:10:00,1.16537,1.16543,1.16537,1.16541,20
2025-12-05 07:11:00,1.16541,1.16543,1.16538,1.1654,29
2025-12-05 07:12:00,1.1654,1.16545,1.16538,1.16544,27
2025-12-05 07:13:00,1.16544,1.16544,1.1654,1.16541,17
2025-12-05 07:14:00,1.16541,1.16541,1.16534,1.16535,20
2025-12-05 07:15:00,1.16534,1.16536,1.16531,1.16535,38
2025-12-05 07:16:00,1.16534,1.16536,1.16532,1.16533,40
2025-12-05 07:17:00,1.16533,1.16543,1.16533,1.16541,34
2025-12-05 07:18:00,1.16541,1.16542,1.16539,1.16541,28
2025-12-05 07:19:00,1.16541,1.16541,1.16538,1.16539,23
2025-12-05 07:20:00,1.16538,1.16542,1.16534,1.16537,18
2025-12-05 07:21:00,1.16537,1.1654,1.16533,1.16533,20
2025-12-05 07:22:00,1.16533,1.16538,1.16532,1.16534,23
2025-12-05 07:23:00,1.16535,1.16542,1.16535,1.16538,21
2025-12-05 07:24:00,1.16537,1.16541,1.16537,1.1654,10
2025-12-05 07:25:00,1.1654,1.16541,1.16537,1.1654,22
2025-12-05 07:26:00,1.16543,1.16557,1.16542,1.16554,20
2025-12-05 07:27:00,1.16554,1.16556,1.16554,1.16554,13
2025-12-05 07:28:00,1.16554,1.16559,1.16553,1.16559,16
2025-12-05 07:29:00,1.16559,1.16559,1.1655,1.16551,38
2025-12-05 07:30:00,1.16551,1.16563,1.1655,1.16562,45
2025-12-05 07:31:00,1.16562,1.16563,1.16552,1.16557,33
2025-12-05 07:32:00,1.16557,1.16559,1.16553,1.16559,24
2025-12-05 07:33:00,1.16559,1.16561,1.16556,1.16561,7
2025-12-05 07:34:00,1.16561,1.16572,1.16561,1.16572,33
2025-12-05 07:35:00,1.16572,1.16572,1.16556,1.1656,46
2025-12-05 07:36:00,1.1656,1.1657,1.16559,1.1656,36
2025-12-05 07:37:00,1.1656,1.16569,1.16559,1.16569,22
2025-12-05 07:38:00,1.16566,1.16566,1.16564,1.16565,20
2025-12-05 07:39:00,1.16565,1.16579,1.16565,1.16577,29
2025-12-05 07:40:00,1.16577,1.16577,1.16565,1.16571,51
2025-12-05 07:41:00,1.16569,1.16573,1.16565,1.16572,20
2025-12-05 07:42:00,1.16572,1.16574,1.16567,1.16569,29
2025-12-05 07:43:00,1.16569,1.16575,1.16567,1.1657,38
2025-12-05 07:44:00,1.1657,1.16573,1.16567,1.16568,31
2025-12-05 07:45:00,1.16567,1.16576,1.16567,1.16576,32
2025-12-05 07:46:00,1.16576,1.16576,1.16564,1.16565,18
2025-12-05 07:47:00,1.16566,1.16572,1.16566,1.16568,19
2025-12-05 07:48:00,1.16568,1.16575,1.16568,1.16571,20
2025-12-05 07:49:00,1.16571,1.16571,1.16566,1.16568,25
2025-12-05 07:50:00,1.16569,1.16573,1.16568,1.16568,13
2025-12-05 07:51:00,1.16568,1.16579,1.16567,1.16576,31
2025-12-05 07:52:00,1.16576,1.16579,1.16574,1.16579,7
2025-12-05 07:53:00,1.16579,1.16582,1.16578,1.16579,13
2025-12-05 07:54:00,1.1658,1.16585,1.16579,1.16584,19
2025-12-05 07:55:00,1.16583,1.16591,1.16582,1.16583,30
2025-12-05 07:56:00,1.16583,1.16585,1.16581,1.16583,33
2025-12-05 07:57:00,1.16582,1.16582,1.16569,1.16571,43
2025-12-05 07:58:00,1.16571,1.1658,1.1657,1.1658,24
2025-12-05 07:59:00,1.1658,1.16591,1.1658,1.16591,30
2025-12-05 08:00:00,1.16591,1.16593,1.16584,1.16584,15
2025-12-05 08:01:00,1.16581,1.16581,1.16575,1.16576,27
2025-12-05 08:02:00,1.16575,1.16577,1.16574,1.16575,28
2025-12-05 08:03:00,1.16575,1.16581,1.16574,1.16581,6
2025-12-05 08:04:00,1.16581,1.16581,1.16567,1.16568,25
2025-12-05 08:05:00,1.16569,1.16573,1.16564,1.16565,12
2025-12-05 08:06:00,1.16566,1.16572,1.16566,1.16569,23
2025-12-05 08:07:00,1.16569,1.16576,1.16566,1.16574,16
2025-12-05 08:08:00,1.16575,1.16576,1.16568,1.16571,20
2025-12-05 08:09:00,1.16571,1.16588,1.16571,1.16586,22
2025-12-05 08:10:00,1.16587,1.16587,1.16582,1.16584,13
2025-12-05 08:11:00,1.16584,1.16585,1.16582,1.16582,12
2025-12-05 08:12:00,1.16581,1.16581,1.16574,1.16576,14
2025-12-05 08:13:00,1.16576,1.16576,1.16572,1.16572,11
2025-12-05 08:14:00,1.16572,1.16575,1.16572,1.16572,13
2025-12-05 08:15:00,1.16572,1.16572,1.16563,1.16563,10
2025-12-05 08:16:00,1.16563,1.16564,1.16557,1.1656,16
2025-12-05 08:17:00,1.16558,1.16559,1.16553,1.16553,13
2025-12-05 08:18:00,1.16553,1.16562,1.16552,1.16559,24
2025-12-05 08:19:00,1.16559,1.16567,1.16559,1.16567,33
2025-12-05 08:20:00,1.16566,1.1657,1.16565,1.16565,20
2025-12-05 08:21:00,1.16565,1.1657,1.16565,1.16567,20
2025-12-05 08:22:00,1.16567,1.16568,1.16562,1.16563,39
2025-12-05 08:23:00,1.16562,1.16568,1.16562,1.16564,20
2025-12-05 08:24:00,1.16563,1.16563,1.16552,1.16559,19
2025-12-05 08:25:00,1.16561,1.16568,1.1656,1.16564,32
2025-12-05 08:26:00,1.16564,1.16564,1.16553,1.16554,17
2025-12-05 08:27:00,1.16555,1.16555,1.16553,1.16554,5
2025-12-05 08:28:00,1.16554,1.16568,1.16553,1.16568,25
2025-12-05 08:29:00,1.16568,1.16572,1.16567,1.1657,15
2025-12-05 08:30:00,1.1657,1.16572,1.16563,1.16564,18
2025-12-05 08:31:00,1.16564,1.16574,1.16564,1.16573,18
2025-12-05 08:32:00,1.16573,1.16574,1.16569,1.16572,15
2025-12-05 08:33:00,1.16573,1.16573,1.16572,1.16572,2
2025-12-05 08:34:00,1.16572,1.16586,1.16572,1.16585,14
2025-12-05 08:35:00,1.16584,1.16587,1.16583,1.16585,34
2025-12-05 08:36:00,1.16585,1.16594,1.16585,1.16587,16
2025-12-05 08:37:00,1.16588,1.16594,1.16579,1.16579,25
2025-12-05 08:38:00,1.16579,1.16601,1.16579,1.16599,19
2025-12-05 08:39:00,1.16599,1.1661,1.16599,1.16607,45
2025-12-05 08:40:00,1.16607,1.16616,1.16605,1.16606,26
2025-12-05 08:41:00,1.16606,1.16606,1.16604,1.16604,10
2025-12-05 08:42:00,1.16604,1.16604,1.16594,1.16594,28
2025-12-05 08:43:00,1.16594,1.16599,1.16592,1.16599,15
2025-12-05 08:44:00,1.16598,1.16603,1.16592,1.16597,41
2025-12-05 08:45:00,1.16597,1.16597,1.16588,1.16592,28
2025-12-05 08:46:00,1.16592,1.16593,1.16591,1.16592,14
2025-12-05 08:47:00,1.16592,1.16593,1.16586,1.16591,37
2025-12-05 08:48:00,1.1659,1.16591,1.16583,1.16585,15
2025-12-05 08:49:00,1.16584,1.16589,1.16584,1.16585,22
2025-12-05 08:50:00,1.16584,1.16591,1.16584,1.16587,29
2025-12-05 08:51:00,1.16586,1.16587,1.16585,1.16586,6
2025-12-05 08:52:00,1.16586,1.16586,1.16569,1.16576,33
2025-12-05 08:53:00,1.16575,1.16576,1.16569,1.16573,19
2025-12-05 08:54:00,1.16574,1.16579,1.16573,1.16577,16
2025-12-05 08:55:00,1.16578,1.16591,1.16578,1.16584,34
2025-12-05 08:56:00,1.16583,1.16586,1.16579,1.16586,23
2025-12-05 08:57:00,1.16586,1.166,1.16586,1.16593,38
2025-12-05 08:58:00,1.16593,1.16593,1.1659,1.16593,23
2025-12-05 08:59:00,1.16593,1.166,1.16591,1.16595,28
